table,permaticker,ticker,name,exchange,isdelisted,category,cusips,siccode,sicsector,sicindustry,famasector,famaindustry,sector,industry,scalemarketcap,scalerevenue,relatedtickers,currency,location,lastupdated,firstadded,firstpricedate,lastpricedate,firstquarter,lastquarter,secfilings,companysite
SF1,199059,AAPL,APPLE INC,NASDAQ,N,Domestic Common Stock,037833100,3571,Manufacturing,Electronic Computers,,Computers,Technology,Consumer Electronics,6 - Mega,6 - Mega,,USD,California; U.S.A,2024-08-02,2014-09-24,1986-01-01,2024-10-14,1992-12-31,2024-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000320193,http://www.apple.com
